Company Names,Cars Names,Engines,CC/Battery Capacity,HorsePower,Total Speed,Performance(0 - 100 )KM/H,Cars Prices,Fuel Types,Seats,Torque,Parsed Price,Recommendation 1,Recommendation 2,Recommendation 3,Recommendation 4,Recommendation 5
Mitsubishi,Delica D:5,2.2L Diesel Turbo,"2,200 cc",145 hp,175 km/h,11.0 sec,"$35,000 - $40,000",Diesel,7,360 Nm,35.0,Mitsubishi Delica Van,Mitsubishi Pajero Sport,Mitsubishi Montero Sport,Mitsubishi Montero GLX,Mitsubishi Pajero
Mitsubishi,Colt,1.1L / 1.5L MIVEC,"1,100 - 1,500 cc",75 - 150 hp,180 km/h,9.0 - 12.0 sec,"$15,000 - $20,000",Petrol,5,100 - 180 Nm,15.0,Mitsubishi Airtrek,Mitsubishi RVR SE,Mitsubishi Lancer SE Limited,Mitsubishi Lancer GLX,Mitsubishi Mirage
Mitsubishi,Grandis,2.4L MIVEC,"2,400 cc",165 hp,190 km/h,11.0 sec,"$25,000 - $30,000",Petrol,7,217 Nm,25.0,Mitsubishi Xpander Cross,Mitsubishi Delica D:5,Mitsubishi Outlander SE,Mitsubishi Chariot,Mitsubishi Outlander SEL
Mitsubishi,Outlander Black Edition,2.5L 4-Cylinder,"2,500 cc",181 hp,190 km/h,9.5 sec,"$32,000 - $35,000",Petrol,7,245 Nm,32.0,Mitsubishi Outlander,Mitsubishi Outlander SEL,Mitsubishi Outlander SE,Mitsubishi Outlander ES,Mitsubishi Outlander LE
Mitsubishi,Outlander SEL,2.5L 4-Cylinder,"2,500 cc",181 hp,190 km/h,9.5 sec,"$31,000 - $34,000",Petrol,7,245 Nm,31.0,Mitsubishi Outlander,Mitsubishi Outlander Black Edition,Mitsubishi Outlander SE,Mitsubishi Outlander ES,Mitsubishi Outlander LE
Mitsubishi,Outlander SE,2.5L 4-Cylinder,"2,500 cc",181 hp,190 km/h,9.5 sec,"$29,000 - $32,000",Petrol,7,245 Nm,29.0,Mitsubishi Outlander,Mitsubishi Outlander Black Edition,Mitsubishi Outlander SEL,Mitsubishi Outlander ES,Mitsubishi Outlander LE
Mitsubishi,Eclipse Cross Black Edition,1.5L Turbo,"1,500 cc",152 hp,180 km/h,9.8 sec,"$28,000 - $30,000",Petrol,5,250 Nm,28.0,Mitsubishi Eclipse Cross,Mitsubishi ASX (Outlander Sport),KIA SPORTAGE 2024(BASE MODEL),Mitsubishi Mirage G4,Mitsubishi Mirage
Mitsubishi,ASX Exceed,2.0L MIVEC,"2,000 cc",148 hp,190 km/h,10.0 sec,"$26,000 - $28,000",Petrol,5,197 Nm,26.0,Mitsubishi ASX Dynamic,Mitsubishi ASX (Outlander Sport),Mitsubishi Lancer SE Limited,Mitsubishi RVR SE,Mitsubishi Galant Fortis
Mitsubishi,Triton Athlete,2.4L Diesel Turbo,"2,400 cc",181 hp,177 km/h,10.5 sec,"$27,000 - $35,000",Diesel,5,430 Nm,27.0,Mitsubishi Triton GLX-R,Mitsubishi L200 Barbarian X,Mitsubishi Triton (L200),Mitsubishi Montero GLX,Mitsubishi Pajero SWB (Short Wheel Base)
Mitsubishi,Pajero Final Edition,3.2L Diesel Turbo,"3,200 cc",189 hp,180 km/h,10.5 sec,"$45,000 - $50,000",Diesel,7,441 Nm,45.0,Mitsubishi Pajero GLS,Mitsubishi Pajero,Mitsubishi Pajero SWB (Short Wheel Base),Mitsubishi Chariot,Mitsubishi Montero GLX
Mitsubishi,L200 Barbarian X,2.4L Diesel Turbo,"2,400 cc",181 hp,177 km/h,10.5 sec,"$30,000 - $35,000",Diesel,5,430 Nm,30.0,Mitsubishi Triton GLX-R,Mitsubishi Triton Athlete,Mitsubishi Triton (L200),Mitsubishi Montero GLX,Mitsubishi Pajero SWB (Short Wheel Base)
Mitsubishi,Space Star,1.2L MIVEC,"1,200 cc",78 hp,170 km/h,12.0 sec,"$15,000 - $17,000",Petrol,5,100 Nm,15.0,Mitsubishi Mirage,Mitsubishi Mirage G4,Mitsubishi Mirage ES,Mitsubishi Attrage,Mitsubishi Colt
Mitsubishi,Lancer EX,1.6L MIVEC / 2.0L,"1,600 - 2,000 cc",117 - 148 hp,200 km/h,10.0 sec,"$20,000 - $25,000",Petrol,5,154 - 197 Nm,20.0,Mitsubishi ASX Dynamic,Mitsubishi ASX Exceed,Mitsubishi Lancer SE Limited,Mitsubishi Galant Fortis,Mitsubishi ASX (Outlander Sport)
Mitsubishi,Montero Sport,2.4L Diesel Turbo,"2,400 cc",181 hp,180 km/h,11.0 sec,"$35,000 - $40,000",Diesel,7,430 Nm,35.0,Mitsubishi Pajero Sport,Mitsubishi Montero GLX,Mitsubishi Triton GLX-R,Mitsubishi Triton (L200),Mitsubishi Delica D:5
Mitsubishi,Attrage,1.2L MIVEC,"1,200 cc",78 hp,170 km/h,12.5 sec,"$15,000 - $17,000",Petrol,5,100 Nm,15.0,Mitsubishi Mirage ES,Mitsubishi Mirage G4,Mitsubishi Mirage,Mitsubishi Space Star,Mitsubishi Airtrek
Mitsubishi,RVR SE,2.0L MIVEC,"2,000 cc",148 hp,190 km/h,10.5 sec,"$23,000 - $25,000",Petrol,5,197 Nm,23.0,Mitsubishi Lancer SE Limited,Mitsubishi ASX Exceed,Mitsubishi ASX Dynamic,Mitsubishi ASX (Outlander Sport),Mitsubishi Chariot
Mitsubishi,Delica Van,2.0L Diesel / 2.2L Diesel,"2,000 - 2,200 cc",145 hp,175 km/h,11.5 sec,"$30,000 - $35,000",Diesel,7,360 Nm,30.0,Mitsubishi Delica D:5,Mitsubishi Pajero,Mitsubishi Dion,Mitsubishi Pajero Sport,Mitsubishi Pajero Final Edition
Mitsubishi,Canter (Truck),3.0L Diesel,"3,000 cc",150 hp,120 km/h,nan,"$35,000 - $45,000",Diesel,2,370 Nm,35.0,Mitsubishi Fuso Canter Eco Hybrid,Mitsubishi Fuso Fighter (Truck),Mitsubishi Minicab MiEV,Mazda Titan (Truck),Ford Transit Chassis Cab
Mitsubishi,Lancer GLX,1.6L MIVEC,"1,600 cc",115 hp,190 km/h,11.5 sec,"$17,000 - $20,000",Petrol,5,154 Nm,17.0,Mitsubishi Grand Lancer,Mitsubishi Attrage,Mitsubishi Mirage,Mitsubishi Dion,Mitsubishi Airtrek
Mitsubishi,Pajero GLS,3.2L Diesel Turbo,"3,200 cc",189 hp,180 km/h,10.5 sec,"$45,000 - $50,000",Diesel,7,441 Nm,45.0,Mitsubishi Pajero Final Edition,Mitsubishi Pajero,Mitsubishi Pajero SWB (Short Wheel Base),Mitsubishi Chariot,Mitsubishi Delica Van
Mitsubishi,Xpander Cross,1.5L MIVEC,"1,500 cc",105 hp,170 km/h,12.0 sec,"$20,000 - $25,000",Petrol,7,141 Nm,20.0,Mitsubishi Xpander,Nissan Stanza Wagon,Mitsubishi Mirage G4,Mitsubishi Outlander LE,Mitsubishi Delica Space Gear
Mitsubishi,Eclipse Cross PHEV,2.4L PHEV,"2,400 cc",188 hp,180 km/h,10.5 sec,"$35,000 - $40,000",Plug-in Hybrid,5,199 Nm,35.0,Mitsubishi Triton Athlete,Mitsubishi Space Runner,Mitsubishi Outlander PHEV,Mitsubishi Triton GLX-R,Mitsubishi Triton (L200)
Mitsubishi,Outlander ES,2.5L 4-Cylinder,"2,500 cc",181 hp,190 km/h,9.5 sec,"$28,000 - $30,000",Petrol,7,245 Nm,28.0,Mitsubishi Outlander LE,Mitsubishi Outlander,Mitsubishi Outlander SEL,Mitsubishi Outlander Black Edition,Mitsubishi Outlander SE
Mitsubishi,Montero GLX,2.4L Diesel Turbo,"2,400 cc",181 hp,180 km/h,11.0 sec,"$35,000 - $40,000",Diesel,7,430 Nm,35.0,Mitsubishi Pajero Sport,Mitsubishi Montero Sport,Mitsubishi Triton GLX-R,Mitsubishi Triton (L200),Mitsubishi Delica D:5
Mitsubishi,Triton GLX-R,2.4L Diesel Turbo,"2,400 cc",181 hp,177 km/h,10.5 sec,"$27,000 - $35,000",Diesel,5,430 Nm,27.0,Mitsubishi L200 Barbarian X,Mitsubishi Triton Athlete,Mitsubishi Triton (L200),Mitsubishi Montero GLX,Mitsubishi Pajero SWB (Short Wheel Base)
Mitsubishi,ASX Dynamic,2.0L MIVEC,"2,000 cc",148 hp,190 km/h,10.0 sec,"$25,000 - $28,000",Petrol,5,197 Nm,25.0,Mitsubishi Lancer SE Limited,Mitsubishi ASX Exceed,Mitsubishi ASX (Outlander Sport),Mitsubishi RVR SE,Mitsubishi Galant Fortis
Mitsubishi,Mirage ES,1.2L MIVEC,"1,200 cc",78 hp,170 km/h,12.5 sec,"$15,000 - $17,000",Petrol,5,100 Nm,15.0,Mitsubishi Attrage,Mitsubishi Mirage G4,Mitsubishi Mirage,Mitsubishi Space Star,Mitsubishi Airtrek
Mitsubishi,Outlander LE,2.5L 4-Cylinder,"2,500 cc",181 hp,190 km/h,9.5 sec,"$30,000 - $35,000",Petrol,7,245 Nm,30.0,Mitsubishi Outlander,Mitsubishi Outlander SEL,Mitsubishi Outlander Black Edition,Mitsubishi Outlander SE,Mitsubishi Outlander ES
Mitsubishi,Fuso Fighter (Truck),7.5L Diesel,"7,500 cc",240 hp,120 km/h,nan,"$70,000 - $90,000",Diesel,2,686 Nm,70.0,Mitsubishi Canter (Truck),Mitsubishi Minicab MiEV,Mitsubishi Fuso Canter Eco Hybrid,Mitsubishi Pajero Final Edition,Mitsubishi Triton Athlete
Mitsubishi,Fuso Canter Eco Hybrid,3.0L Diesel Hybrid,"3,000 cc",150 hp,120 km/h,nan,"$50,000 - $60,000",Diesel Hybrid,2,370 Nm,50.0,Mitsubishi Canter (Truck),Mitsubishi Fuso Fighter (Truck),Mitsubishi Minicab MiEV,FERRARI SF90 STRADALE,Mitsubishi Space Star
Mitsubishi,Space Runner,1.8L MIVEC,"1,800 cc",140 hp,185 km/h,10.5 sec,"$20,000 - $23,000",Petrol,5,170 Nm,20.0,Mitsubishi Grand Lancer,Mitsubishi RVR SE,Mazda Luce,Mitsubishi Chariot,Mitsubishi Lancer GLX
Mitsubishi,Toppo BJ,0.7L 3-Cylinder,660 cc,52 hp,130 km/h,15.0 sec,"$10,000 - $12,000",Petrol,4,60 Nm,10.0,Mitsubishi eK Space,Mitsubishi Town Box,Mitsubishi eK X,Mitsubishi i (Kei Car),Mitsubishi Colt CZC Convertible
Mitsubishi,Chariot,2.0L MIVEC,"2,000 cc",140 hp,185 km/h,10.5 sec,"$20,000 - $23,000",Petrol,7,170 Nm,20.0,Mitsubishi RVR SE,Mitsubishi Space Runner,Mitsubishi Delica Space Gear,Mitsubishi Outlander ES,Mazda Luce
Mitsubishi,Lancer SE Limited,2.0L MIVEC,"2,000 cc",148 hp,200 km/h,10.0 sec,"$20,000 - $25,000",Petrol,5,197 Nm,20.0,Mitsubishi ASX Dynamic,Mitsubishi ASX Exceed,Mitsubishi ASX (Outlander Sport),Mitsubishi RVR SE,Mitsubishi Galant Fortis
Mitsubishi,Pajero SWB (Short Wheel Base),3.2L Diesel Turbo,"3,200 cc",189 hp,180 km/h,10.5 sec,"$45,000 - $50,000",Diesel,5,441 Nm,45.0,Mitsubishi Pajero GLS,Mitsubishi Pajero Final Edition,Mitsubishi Pajero,Mitsubishi L200 Barbarian X,Mitsubishi Triton GLX-R
Mitsubishi,Delica Space Gear,2.4L Petrol,"2,400 cc",145 hp,170 km/h,13.0 sec,"$30,000 - $35,000",Petrol,7,206 Nm,30.0,Mitsubishi Xpander Cross,Mitsubishi Outlander SEL,Mitsubishi Dion,Mitsubishi Grandis,Mitsubishi Outlander LE
Mitsubishi,i (Kei Car),0.7L 3-Cylinder,660 cc,64 hp,130 km/h,15.5 sec,"$12,000 - $15,000",Petrol,4,94 Nm,12.0,Mitsubishi eK X,Mitsubishi eK Space,Mitsubishi Toppo BJ,Mitsubishi Town Box,Mazda Scrum Wagon
Mitsubishi,Dion,2.0L 4-Cylinder,"2,000 cc",135 hp,180 km/h,11.5 sec,"$15,000 - $18,000",Petrol,7,181 Nm,15.0,Mitsubishi Xpander Cross,Mitsubishi Grand Lancer,Mitsubishi Outlander Black Edition,Mitsubishi Outlander ES,Mitsubishi Outlander LE
Mitsubishi,Airtrek,2.4L 4-Cylinder,"2,400 cc",160 hp,190 km/h,11.0 sec,"$20,000 - $25,000",Petrol,5,214 Nm,20.0,Mitsubishi Attrage,Nissan Hardbody SUV,Mitsubishi Eclipse Cross,Nissan Bluebird Z,Mitsubishi Mirage G4
Mitsubishi,eK Space,0.7L 3-Cylinder,660 cc,52 hp,130 km/h,15.0 sec,"$10,000 - $12,000",Petrol,4,60 Nm,10.0,Mitsubishi Toppo BJ,Mitsubishi Town Box,Mitsubishi eK X,Mitsubishi i (Kei Car),Mitsubishi Colt CZC Convertible
Mitsubishi,eK X,0.7L 3-Cylinder,660 cc,64 hp,140 km/h,13.5 sec,"$12,000 - $15,000",Petrol,4,94 Nm,12.0,Mitsubishi i (Kei Car),Mitsubishi eK Space,Mitsubishi Toppo BJ,Mitsubishi Town Box,Mitsubishi Xpander
Mitsubishi,Colt CZC Convertible,1.5L Turbocharged,"1,500 cc",147 hp,200 km/h,9.5 sec,"$25,000 - $30,000",Petrol,4,210 Nm,25.0,Mitsubishi Outlander LE,Mitsubishi Outlander,Nissan 280ZX,Mazda RX-5,Mitsubishi Town Box
Mitsubishi,Galant Fortis,2.0L MIVEC,"2,000 cc",154 hp,200 km/h,10.0 sec,"$18,000 - $22,000",Petrol,5,200 Nm,18.0,Mitsubishi Lancer SE Limited,Mitsubishi ASX Exceed,Mitsubishi ASX Dynamic,Mitsubishi ASX (Outlander Sport),Volkswagen Taigo
Mitsubishi,Endeavor,3.8L V6,"3,800 cc",225 hp,190 km/h,9.5 sec,"$28,000 - $35,000",Petrol,5,343 Nm,28.0,Mitsubishi RVR SE,Mitsubishi Lancer GLX,HYUNDAI Venue,Mazda CX-3,Mitsubishi Outlander ES
Mitsubishi,Grand Lancer,1.8L MIVEC,"1,800 cc",138 hp,190 km/h,11.5 sec,"$20,000 - $25,000",Petrol,5,173 Nm,20.0,Mitsubishi Lancer GLX,Mitsubishi Space Runner,Mitsubishi Attrage,Mitsubishi Galant Fortis,Mitsubishi Mirage
Mitsubishi,Sigma,3.0L V6,"3,000 cc",210 hp,220 km/h,8.5 sec,"$35,000 - $40,000",Petrol,5,270 Nm,35.0,Nissan Cedric Special Edition,Mazda 929,Mazda Tribute,Mazda Cronos,BMW 118i
Mitsubishi,Town Box,0.7L 3-Cylinder,660 cc,48 hp,120 km/h,16.0 sec,"$10,000 - $12,000",Petrol,4,60 Nm,10.0,Mitsubishi eK Space,Mitsubishi Toppo BJ,Mitsubishi eK X,Mitsubishi i (Kei Car),Mazda Spiano
Mitsubishi,Minicab MiEV,Electric Motor,16 kWh battery,64 hp,100 km/h,nan,"$18,000 - $20,000",Electric,2,196 Nm,18.0,Mitsubishi i-MiEV (Electric),Mitsubishi Fuso Canter Eco Hybrid,Mitsubishi Canter (Truck),Mitsubishi Fuso Fighter (Truck),Volkswagen ID. Buzz Cargo Pro
Mazda,Mazda3,2.0L SkyActiv-G,"2,000 cc",155 hp,200 km/h,8.9 sec,"$22,000 - $26,000",Petrol,5,213 Nm,22.0,Mazda CX-3,Mazda CX-4,Mazda 121,Mazda Luce,Mazda Demio
Mazda,Mazda3 Hatchback,2.5L SkyActiv-G,"2,500 cc",186 hp,210 km/h,8.3 sec,"$24,000 - $28,000",Petrol,5,252 Nm,24.0,Mazda CX-5,Mazda CX-30,Mazda Atenza,Mazda Roadpacer AP,HYUNDAI Elantra GT
Mazda,Mazda6,2.5L Turbocharged,"2,500 cc",250 hp,240 km/h,6.4 sec,"$27,000 - $35,000",Petrol,5,420 Nm,27.0,Mazda CX-50,Mazda CX-9,Mazda Cronos,Mazda Roadpacer AP,Mazda Eunos 500
Mazda,CX-3,2.0L SkyActiv-G,"2,000 cc",146 hp,180 km/h,9.5 sec,"$21,000 - $25,000",Petrol,5,197 Nm,21.0,Mazda CX-4,Mazda Mazda3,Mazda 626,Mazda 121,Mazda Parkway
Mazda,CX-30,2.5L SkyActiv-G,"2,500 cc",186 hp,204 km/h,8.7 sec,"$23,000 - $28,000",Petrol,5,252 Nm,23.0,Mazda Mazda3 Hatchback,Mazda CX-5,Mazda Atenza,Mazda CX-3,Mazda 1500
Mazda,CX-5,2.5L SkyActiv-G,"2,500 cc",187 hp,200 km/h,8.8 sec,"$26,000 - $32,000",Petrol,5,252 Nm,26.0,Mazda Atenza,Mazda CX-30,Mazda Mazda3 Hatchback,Mazda Tribute,Mazda Roadpacer AP
Mazda,CX-50,2.5L Turbocharged,"2,500 cc",256 hp,220 km/h,6.9 sec,"$29,000 - $36,000",Petrol,5,434 Nm,29.0,Mazda Mazda6,Mazda Parkway,Mazda Sentia,Mazda Eunos 500,Mazda CX-30
Mazda,CX-8,2.2L Diesel,"2,200 cc",187 hp,200 km/h,9.2 sec,"$36,000 - $42,000",Diesel,7,450 Nm,36.0,TOYOTA LAND CRUISER PRADO,Nissan Mistral,Volkswagen California,Mazda Bongo Friendee,Mazda CX-80
Mazda,CX-9,2.5L Turbocharged,"2,500 cc",250 hp,210 km/h,7.2 sec,"$38,000 - $45,000",Petrol,7,420 Nm,38.0,Mazda Mazda6,Mazda Premacy,Mazda Biante,Jeep Grand Cherokee L,Mazda MPV
Mazda,CX-90,3.3L Inline-6 Turbo,"3,300 cc",340 hp,240 km/h,6.2 sec,"$50,000 - $60,000",Petrol,7,500 Nm,50.0,Mazda 787B (Race Car),Mazda MPV,Mazda CX-9,Mazda CX-80,Mazda Premacy
Mazda,MX-5 Miata,2.0L SkyActiv-G,"2,000 cc",181 hp,225 km/h,6.5 sec,"$27,000 - $33,000",Petrol,2,205 Nm,27.0,Mazda MX-5 Miata RF,Mazda CX-3,Mazda Bongo Truck,Mazda Eunos Roadster,Mazda T2000
Mazda,MX-5 Miata RF,2.0L SkyActiv-G,"2,000 cc",181 hp,225 km/h,6.5 sec,"$33,000 - $40,000",Petrol,2,205 Nm,33.0,Mazda MX-5 Miata,Mazda CX-3,Mazda Bongo Truck,Mazda Eunos Roadster,Mazda T2000
Mazda,MX-30 Electric,Electric Motor,35.5 kWh battery,143 hp,140 km/h,9.7 sec,"$33,000 - $37,000",Electric,5,271 Nm,33.0,Kia EV6 First Edition AWD,Peugeot Partner Electric,Kia EV6 AWD GT-Line,Ford F-150 Lightning,Ford Mustang Mach-E
Mazda,CX-4,2.0L SkyActiv-G,"2,000 cc",158 hp,190 km/h,9.6 sec,"$22,000 - $28,000",Petrol,5,202 Nm,22.0,Mazda CX-3,Mazda Mazda3,Nissan Primera,Mazda Atenza,Mazda Parkway
Mazda,CX-7,2.3L Turbocharged,"2,300 cc",244 hp,210 km/h,7.9 sec,"$28,000 - $33,000",Petrol,5,350 Nm,28.0,Mazda Proceed Marvie,Mazda Roadpacer AP,Mazda 929,Mazda Luce,Mazda Capella
Mazda,Tribute,3.0L V6,"3,000 cc",200 hp,190 km/h,9.0 sec,"$24,000 - $30,000",Petrol,5,270 Nm,24.0,Mazda 929,Mazda Sentia,Mazda Xedos 9,Mazda Eunos 500,Mazda Protegé
Mazda,B-Series Pickup,2.5L Diesel,"2,500 cc",143 hp,170 km/h,11.5 sec,"$20,000 - $25,000",Diesel,5,330 Nm,20.0,Mazda BT-50,Mazda Roadpacer AP,Mazda Mazda2,Nissan Patrol Y60,Mazda Demio
Mazda,BT-50,3.2L Turbo Diesel,"3,200 cc",200 hp,180 km/h,10.0 sec,"$27,000 - $35,000",Diesel,5,470 Nm,27.0,Mazda B-Series Pickup,TOYOTA HILUX REVO ROCCO,Mazda Etude,Volkswagen Golf Variant GTD,Mazda Tribute
Mazda,RX-7,1.3L Rotary Twin-Turbo,"1,300 cc",276 hp,250 km/h,5.5 sec,"$30,000 - $50,000",Petrol,4,314 Nm,30.0,Mazda MX-6,Volkswagen Scirocco R,Mazda Carol,Mazda Spiano,Mazda Eunos Cosmo
Mazda,RX-3,1.2L Rotary,"1,200 cc",110 hp,180 km/h,8.9 sec,"$15,000 - $20,000",Petrol,4,145 Nm,15.0,Mazda RX-5,Mazda Eunos Cosmo,Mazda RX-2,Mazda RX-7,Mazda 323F
Mazda,323F,1.6L Inline-4,"1,600 cc",105 hp,180 km/h,10.5 sec,"$14,000 - $18,000",Petrol,5,145 Nm,14.0,Mazda Capella,Mazda Luce,Nissan Terrano XL,Mazda Etude,Nissan Lucino
Mazda,Familia Sedan,1.5L Inline-4,"1,500 cc",100 hp,175 km/h,11.0 sec,"$12,000 - $16,000",Petrol,5,135 Nm,12.0,Mazda Verisa,Mazda Persona,Nissan Rasheen,Mazda 1500,Mazda Etude
Mazda,Premacy,2.0L Inline-4,"2,000 cc",138 hp,190 km/h,9.8 sec,"$18,000 - $24,000",Petrol,7,180 Nm,18.0,Mazda 626,Mazda Biante,Mazda CX-80,Nissan Avenir,Nissan NX Coupe
Mazda,Demio,1.5L SkyActiv-G,"1,500 cc",108 hp,180 km/h,10.2 sec,"$13,000 - $18,000",Petrol,5,142 Nm,13.0,Mazda Mazda2,Mazda Tribute,Mazda Verisa,Mazda 626,Mazda CX-3
Mazda,Millenia,2.3L Miller Cycle V6,"2,300 cc",210 hp,215 km/h,8.2 sec,"$25,000 - $30,000",Petrol,5,280 Nm,25.0,Volkswagen Passat CC,Mazda Parkway,NISSAN SENTRA,Mazda 626,Nissan Pulsar GTI-R
Mazda,Eunos Cosmo,2.0L Twin-Rotor Turbo,"2,000 cc",280 hp,240 km/h,6.0 sec,"$40,000 - $50,000",Petrol,4,300 Nm,40.0,Mazda Spiano,Mazda Scrum Wagon,Mazda 1200,Mazda RX-2,Mazda RX-5
Mazda,Atenza,2.5L SkyActiv-G,"2,500 cc",192 hp,210 km/h,8.5 sec,"$22,000 - $28,000",Petrol,5,252 Nm,22.0,Mazda CX-30,Mazda CX-5,Mazda Mazda3 Hatchback,Mazda Cronos,Mazda Xedos 6
Mazda,Roadpacer AP,1.3L Rotary,"1,300 cc",130 hp,170 km/h,11.5 sec,"$20,000 - $25,000",Petrol,5,165 Nm,20.0,Mazda 121,Mazda 1500,Mazda Proceed Marvie,Mazda AZ-Offroad,Mazda Mazda6
Mazda,626,2.0L Inline-4,"2,000 cc",140 hp,190 km/h,9.5 sec,"$18,000 - $22,000",Petrol,5,180 Nm,18.0,Mazda CX-3,Mazda Premacy,Nissan Bluebird Z,Mazda Eunos 500,Peugeot 208 Allure Premium
Mazda,929,3.0L V6,"3,000 cc",205 hp,220 km/h,8.0 sec,"$25,000 - $30,000",Petrol,5,270 Nm,25.0,Mazda Tribute,Mitsubishi Sigma,Mazda Xedos 9,Mazda Sentia,Mazda Millenia S
Mazda,Luce,1.8L Rotary,"1,800 cc",135 hp,180 km/h,10.5 sec,"$15,000 - $20,000",Petrol,5,170 Nm,15.0,Mitsubishi Space Runner,Mazda Familia Astina,Mazda 323F,Mazda Protegé,Mazda Eunos 500
Mazda,Capella,1.6L Inline-4,"1,600 cc",110 hp,175 km/h,11.2 sec,"$14,000 - $18,000",Petrol,5,145 Nm,14.0,Mazda 323F,Mazda 818,Mazda Etude,Nissan Terrano XL,Mazda CX-5
Mazda,Carol,660cc Inline-3,660 cc,63 hp,140 km/h,15.5 sec,"$9,000 - $12,000",Petrol,4,90 Nm,9.0,Mazda 1200,Mazda Spiano,Mazda Scrum Wagon,Mazda Scrum,Mazda Sentia Hardtop Coupe
Mazda,Autozam AZ-1,657cc Turbocharged Inline-3,657 cc,63 hp,140 km/h,11.0 sec,"$12,000 - $18,000",Petrol,2,85 Nm,12.0,Mazda Scrum,Mazda Bongo Truck,Mazda T2000,Mazda Eunos Roadster,Mazda Cosmo Sport (110S)
Mazda,Spiano,660cc Inline-3,660 cc,54 hp,130 km/h,16.0 sec,"$8,000 - $10,000",Petrol,4,80 Nm,8.0,Mazda Carol,Mazda Scrum,Mazda 1200,Nissan Clipper,Mazda Carol P360
Mazda,Verisa,1.5L Inline-4,"1,500 cc",113 hp,170 km/h,11.0 sec,"$14,000 - $18,000",Petrol,5,140 Nm,14.0,Mazda Familia Sedan,Mazda 1500,Nissan Sunny California,Mazda Persona,Mazda Millenia
Mazda,MX-6,2.5L V6,"2,500 cc",164 hp,210 km/h,8.8 sec,"$18,000 - $24,000",Petrol,4,215 Nm,18.0,Mazda Sentia Hardtop Coupe,Mazda Spiano,Mazda Carol P360,Mazda Eunos Cosmo,Mazda Carol
Mazda,MPV,3.0L V6,"3,000 cc",200 hp,185 km/h,9.5 sec,"$25,000 - $30,000",Petrol,7,265 Nm,25.0,Mazda Sentia,Mazda 929,Mazda Tribute,Mazda Xedos 9,Mazda CX-3
Mazda,Proceed Marvie,2.6L Inline-4,"2,600 cc",120 hp,160 km/h,12.0 sec,"$20,000 - $25,000",Petrol,5,200 Nm,20.0,Mazda AZ-Offroad,Mitsubishi Galant Fortis,Mazda Familia Astina,Mazda Millenia,BMW 116i EFFICIENTDYNAMICS
Mazda,Sentia,3.0L V6,"3,000 cc",200 hp,200 km/h,9.0 sec,"$22,000 - $28,000",Petrol,5,265 Nm,22.0,Mazda Tribute,Mazda Xedos 9,Mazda Protegé,Mazda MPV,Mazda Eunos 500
Mazda,Cronos,2.5L V6,"2,500 cc",160 hp,190 km/h,8.5 sec,"$18,000 - $22,000",Petrol,5,210 Nm,18.0,Mazda Xedos 6,Mazda Millenia S,Mazda Familia Astina,Mazda Atenza,Mazda Astina
Mazda,Scrum,660cc Inline-3,660 cc,63 hp,130 km/h,15.0 sec,"$9,000 - $11,000",Petrol,4,85 Nm,9.0,Mazda Carol,Mazda Spiano,Mazda MX-6,Mitsubishi Toppo BJ,Mazda RX-2
Mazda,Parkway,1.8L Inline-4,"1,800 cc",115 hp,160 km/h,12.5 sec,"$20,000 - $25,000",Petrol,5,155 Nm,20.0,Nissan Almera Tino,Mazda Astina,Mazda 818,Mazda Familia Astina,Mazda Protegé
Mazda,Titan (Truck),3.0L Inline-4,"3,000 cc",130 hp,120 km/h,15.0 sec,"$25,000 - $30,000",Diesel,2,300 Nm,25.0,Mazda Bongo Truck,Volvo Volvo VNL,Volvo Volvo FH,Peugeot Expert,Mazda CX-8
Mazda,CX-60,2.5L Inline-4,"2,500 cc",187 hp,200 km/h,8.5 sec,"$40,000 - $45,000",Petrol/Diesel,5,250 Nm,40.0,TOYOTA CELICA,Mazda Astina,KIA   SPORTAGE 2024(BASE FWD),Mazda Bongo Friendee,Volkswagen Jetta SportWagen
Mazda,CX-80,3.0L Inline-6,"3,000 cc",250 hp,210 km/h,7.5 sec,"$45,000 - $50,000",Petrol,7,400 Nm,45.0,Peugeot 3008,Nissan President,Mazda CX-90,Chevrolet Tahoe,Mazda CX-9
Mazda,T1500,1.5L Inline-4,"1,500 cc",75 hp,120 km/h,18.0 sec,"$15,000 - $18,000",Petrol,2,105 Nm,15.0,Mazda Porter,Mazda Familia Sedan,Mazda MX-5 Superlight Concept,Mazda 1500,Mazda RX-7 Spirit R
Mazda,Bongo Van,2.0L Inline-4,"2,000 cc",100 hp,160 km/h,14.0 sec,"$18,000 - $22,000",Petrol/Diesel,3,140 Nm,18.0,Mazda Bongo Friendee,Mazda T2000,Mazda CX-60,Mazda Verisa,Mazda 1500
Mazda,Bongo Friendee,2.5L Inline-4,"2,500 cc",115 hp,160 km/h,12.5 sec,"$20,000 - $24,000",Petrol/Diesel,7,160 Nm,20.0,Mazda T2000,Mazda CX-60,Mazda Bongo Van,Mazda Parkway,Mazda Capella Cargo
Mazda,Revue,1.3L Inline-4,"1,300 cc",75 hp,130 km/h,15.5 sec,"$10,000 - $12,000",Petrol,5,110 Nm,10.0,Mazda 121,Mazda AZ-Offroad,Mazda Familia Sedan,Mazda Tribute,Mazda Etude
